"","FacID","FacLatitude","FacLongitude","zip","Exposure","Exposure_popwt","Exposure_popwt_tot_fac","Fac_rank_exp","Fac_rank_popwt","year"
"120","1364",38.0531,-85.91,"40208",37868.548347247,483467756.749302,22423021971.2932,4,4,2005
"121","1364",38.0531,-85.91,"40209",33542.4337740825,15865571.175141,22423021971.2932,4,4,2005
"122","1364",38.0531,-85.91,"40210",37868.548347247,617560286.446903,22423021971.2932,4,4,2005
"123","1364",38.0531,-85.91,"40211",37868.548347247,916532475.648418,22423021971.2932,4,4,2005
"124","1364",38.0531,-85.91,"40212",36419.9245474074,708804571.541644,22423021971.2932,4,4,2005
"125","1364",38.0531,-85.91,"40213",33542.4337740825,583001041.427329,22423021971.2932,4,4,2005
"126","1364",38.0531,-85.91,"40214",35526.553531614,1587468518.00664,22423021971.2932,4,4,2005
"127","983",38.7383,-85.4192,"40215",38014.5473102209,924779892.415745,34769801502.0212,4,4,2005
"128","983",38.7383,-85.4192,"40216",38176.7591147782,1520542138.7825,34769801502.0212,4,4,2005
"129","1364",38.0531,-85.91,"40217",32729.3114243675,406203484.087826,22423021971.2932,4,4,2005
"130","1364",38.0531,-85.91,"40218",28301.0737829373,850220858.587001,22423021971.2932,4,4,2005
