"","FacID","FacLatitude","FacLongitude","zip","Exposure","Exposure_popwt","Exposure_popwt_tot_fac","Fac_rank_exp","Fac_rank_popwt","year"
"131","1364",38.0531,-85.91,"40219",34355.5561237975,1197497264.25109,22423021971.2932,4,4,2005
"132","1378",37.2608,-86.9783,"40220",26486.1282128649,862547251.380159,20266293286.2437,4,4,2005
"133","1378",37.2608,-86.9783,"40222",28525.6535982621,573565316.900256,20266293286.2437,4,4,2005
"134","1378",37.2608,-86.9783,"40223",28413.5956061586,644562416.325707,20266293286.2437,4,4,2005
"135","2850",38.6361,-83.6939,"40228",26928.7110646522,388500514.529737,19543764678.6266,4,4,2005
"136","2850",38.6361,-83.6939,"40229",28369.2582798926,942682083.382552,19543764678.6266,4,4,2005
"137","1378",37.2608,-86.9783,"40241",30341.0629994522,782647720.07087,20266293286.2437,4,4,2005
"138","1378",37.2608,-86.9783,"40242",30341.0629994522,333023507.481987,20266293286.2437,4,4,2005
"139","1378",37.2608,-86.9783,"40243",28599.8705548273,285083509.690518,20266293286.2437,4,4,2005
"140","2850",38.6361,-83.6939,"40245",30706.8936883569,795155012.060002,19543764678.6266,4,4,2005
"141","983",38.7383,-85.4192,"40258",34183.1338012935,851980426.863439,34769801502.0212,4,4,2005
"142","983",38.7383,-85.4192,"40272",33266.5366430517,1148793309.8945,34769801502.0212,4,4,2005
"143","2850",38.6361,-83.6939,"40291",27364.9638767405,873653836.728817,19543764678.6266,4,4,2005
"144","2850",38.6361,-83.6939,"40299",29656.9328407203,997036425.172176,19543764678.6266,4,4,2005
"145","1378",37.2608,-86.9783,"40023",21947.7525813317,69684114.4457283,20266293286.2437,5,5,2005
"146","2850",38.6361,-83.6939,"40025",28573.6742514649,5514719.13053274,19543764678.6266,5,5,2005
"147","1378",37.2608,-86.9783,"40059",26310.5710074897,382792497.587967,20266293286.2437,5,5,2005
"148","1363",38.1828,-85.8894,"40118",28227.1101213579,259068416.693823,18506684378.1223,5,5,2005
"149","1363",38.1828,-85.8894,"40177",29536.7966590264,53313917.9695426,18506684378.1223,5,5,2005
"150","1363",38.1828,-85.8894,"40202",31782.6763909147,152747542.734736,18506684378.1223,5,5,2005
"151","1363",38.1828,-85.8894,"40203",31782.6763909147,645061200.030005,18506684378.1223,5,5,2005
"152","1378",37.2608,-86.9783,"40204",28859.0728306543,434617636.829653,20266293286.2437,5,5,2005
"153","2850",38.6361,-83.6939,"40205",24531.2440097067,563360018.682915,19543764678.6266,5,5,2005
"154","1378",37.2608,-86.9783,"40206",29736.6283273993,573530350.55055,20266293286.2437,5,5,2005
"155","2850",38.6361,-83.6939,"40207",26552.4591305859,779367780.400956,19543764678.6266,5,5,2005
"156","1378",37.2608,-86.9783,"40208",33868.2087153854,432395420.669325,20266293286.2437,5,5,2005
"157","1378",37.2608,-86.9783,"40209",26747.1042770383,12651380.3230391,20266293286.2437,5,5,2005
"158","1378",37.2608,-86.9783,"40210",33868.2087153854,552322747.730505,20266293286.2437,5,5,2005
"159","1378",37.2608,-86.9783,"40211",33868.2087153854,819712255.538472,20266293286.2437,5,5,2005
"160","1363",38.1828,-85.8894,"40212",31782.6763909147,618554447.919982,18506684378.1223,5,5,2005
"161","1378",37.2608,-86.9783,"40213",26747.1042770383,464891419.439203,20266293286.2437,5,5,2005
